Year,Month,UniqueCarrier,CarrierName,TotalAircrafts,TotalFlights,TotalDistance,AvgDistancePerDay,AvgFlightsPerDay,TotalAirTime,TotalTravelTime,TimeOnGround,PctTimeOnGround
2003,Feb,OO,SkyWest Airlines Inc.,160,29661,9361394,2242.10,7.08,162400.15838623047,131363.35888671875,66559.84154891968,29
2003,Feb,TZ,ATA Airlines d/b/a ATA,53,4935,5609155,4388.70,3.79,34096.706970214844,41873.00701904297,40783.293029785156,54
2003,Feb,UA,United Air Lines Inc.,546,42618,43623107,3323.09,3.18,273140.28729248047,345018.1212463379,513099.7123413086,65
2003,Feb,US,US Airways Inc.,278,32227,19811218,2896.66,4.34,145437.51806640625,201717.92715454102,253442.48165893555,64
2003,Feb,WN,Southwest Airlines Co.,375,73706,39682939,3902.13,7.09,251741.91369628906,321714.40802001953,286818.08630371094,53
2003,Feb,XE,ExpressJet Airlines Inc.,196,23120,9989493,1997.97,4.41,83173.63418579102,129444.37530517578,197626.36541748047,70
2003,Mar,AA,American Airlines Inc.,790,65740,67382779,3257.86,3.08,404734.48474121094,498488.16340637207,731425.5152587891,64
2003,Mar,AS,Alaska Airlines Inc.,106,12718,10390502,3488.71,4.30,58242.980865478516,80023.04165649414,94397.01904296875,62
2003,Mar,B6,JetBlue Airways,42,5680,6664111,5348.01,4.50,33208.42810058594,36199.44104003906,25831.571899414062,44
2003,Mar,CO,Continental Air Lines Inc.,353,26885,28484558,3123.64,2.80,172561.03970336914,204114.9810218811,334318.9606781006,66
2003,Mar,DH,Independence Air,140,25708,9139713,2204.04,6.24,69671.75772094727,119630.98559570312,131928.24243164062,65
2003,Mar,DL,Delta Air Lines Inc.,541,58230,46569177,3114.09,3.87,282565.81552124023,391912.0510864258,495034.1840209961,64
2003,Mar,EV,ExpressJet Airlines Inc.,140,23886,9023759,2257.16,6.00,68771.98839187622,121074.86639404297,132828.0112915039,66
2003,Mar,FL,AirTran Airways Corporation,71,12054,7103291,3357.18,5.71,45656.86508178711,60147.50604248047,56583.13488769531,55
2003,Mar,HP,America West Airlines Inc.,140,16712,16399060,4000.02,4.10,87147.94351196289,108781.44274902344,114452.05639648438,57
2003,Mar,MQ,Envoy Air,205,36332,11363043,1951.99,6.11,98611.4732055664,158780.53259277344,195148.52716064453,66
2003,Mar,NW,Northwest Airlines Inc.,393,45183,33670644,3312.96,4.04,215318.1469116211,288096.6403913498,350601.8529968262,62
2003,Mar,OO,SkyWest Airlines Inc.,162,32908,10525559,2255.37,7.05,165490.34384155273,133643.30517578125,66349.65594530106,29
2003,Mar,TZ,ATA Airlines d/b/a ATA,55,5518,6367330,4475.21,3.87,36945.15408325195,44261.09533691406,42254.845947265625,53
2003,Mar,UA,United Air Lines Inc.,548,47563,49036875,3384.68,3.21,277216.0867462158,346692.99295806885,511903.9136352539,65
2003,Mar,US,US Airways Inc.,279,36091,23316457,2995.55,4.53,149317.56121826172,209941.58758544922,251002.43908691406,63
2003,Mar,WN,Southwest Airlines Co.,377,81016,44513496,3931.64,7.11,251969.99871826172,323091.2975463867,289470.0012817383,53
2003,Mar,XE,ExpressJet Airlines Inc.,200,27118,12321920,2124.70,4.59,87594.56427001953,135360.69915771484,198965.43585205078,69
2003,Apr,AA,American Airlines Inc.,784,62977,64358415,3319.06,3.10,405293.52224731445,496393.2636795044,722226.477722168,64
2003,Apr,AS,Alaska Airlines Inc.,108,12612,10358727,3554.16,4.39,60062.397033691406,83297.36016845703,95457.60321044922,61
2003,Apr,B6,JetBlue Airways,42,5614,6588746,5365.62,4.56,32840.606872558594,36349.09521484375,26199.393127441406,44
2003,Apr,CO,Continental Air Lines Inc.,352,24814,26298905,3004.30,2.76,164509.80094909668,201230.89456939697,340930.1993560791,67
2003,Apr,DH,Independence Air,141,23923,8375875,2092.34,6.03,67266.67559814453,117523.68670654297,135773.32440185547,67
2003,Apr,DL,Delta Air Lines Inc.,534,51663,42152652,3018.79,3.69,265372.57148742676,373061.48849487305,502147.42779541016,65
2003,Apr,EV,ExpressJet Airlines Inc.,140,23931,9381956,2362.97,6.06,70759.53637695312,120329.07537841797,130840.46337890625,65
2003,Apr,FL,AirTran Airways Corporation,71,11724,6932997,3441.93,5.89,45347.37619018555,61814.93420410156,56892.62384033203,56
2003,Apr,HP,America West Airlines Inc.,141,16023,15692472,3930.43,4.04,85690.69439697266,105568.91864013672,117349.30554199219,58
2003,Apr,MQ,Envoy Air,206,35204,11001026,1993.42,6.26,99342.11791992188,161633.04779052734,195857.88214111328,66
2003,Apr,NW,Northwest Airlines Inc.,387,41026,30010450,3107.01,3.96,200397.73477172852,277091.84733581543,356882.26599121094,64
2003,Apr,OO,SkyWest Airlines Inc.,165,30471,9669879,2103.52,6.69,151282.29217529297,133510.58920288086,84877.70817565918,36
2003,Apr,TZ,ATA Airlines d/b/a ATA,55,5388,6220992,4423.54,3.83,36658.631927490234,43658.19705200195,42541.368103027344,54
2003,Apr,UA,United Air Lines Inc.,532,42956,44630503,3289.17,3.09,264600.4602661133,334806.2773590088,501479.53997802734,65
2003,Apr,US,US Airways Inc.,280,33733,21980788,2934.84,4.39,144858.861618042,204736.67449951172,256901.1387939453,64
2003,Apr,WN,Southwest Airlines Co.,378,79110,43630746,3965.32,7.16,253047.6517944336,324122.7797241211,289832.3482055664,53
2003,Apr,XE,ExpressJet Airlines Inc.,204,26134,12148874,2144.95,4.54,87923.16439819336,137767.08001708984,204396.83563232422,70
2003,May,AA,American Airlines Inc.,776,62721,64393659,3270.13,3.06,397448.58253479004,484519.41704559326,718551.4179992676,64
2003,May,AS,Alaska Airlines Inc.,109,13522,11305035,3688.67,4.46,62897.11801147461,83861.09005737305,94062.88208007812,60
2003,May,B6,JetBlue Airways,43,5259,6728247,5431.04,4.25,33360.20977783203,35242.59149169922,27119.79022216797,45
2003,May,CO,Continental Air Lines Inc.,350,25319,27049776,3048.00,2.74,165911.71018981934,197760.7454738617,336648.2891845703,67
2003,May,DH,Independence Air,143,24359,8596586,2076.55,5.87,67708.412109375,115720.38916015625,138211.5880126953,67
2003,May,DL,Delta Air Lines Inc.,522,52002,41703943,2976.41,3.69,259125.76699066162,361396.30282592773,491114.23291015625,65
2003,May,EV,ExpressJet Airlines Inc.,142,23620,9506806,2378.86,6.05,71986.65319824219,123315.6799621582,132493.34661865234,65
2003,May,FL,AirTran Airways Corporation,71,11726,6860643,3249.04,5.57,43614.35125732422,59358.37582397461,58625.64874267578,57
2003,May,HP,America West Airlines Inc.,138,16090,15855446,3913.14,4.01,83593.29873657227,102399.77917480469,115126.701171875,58
2003,May,MQ,Envoy Air,195,35101,11453524,2024.97,6.11,93085.57427978516,151512.9500732422,186274.4259033203,67
2003,May,NW,Northwest Airlines Inc.,374,40575,29554013,3026.29,3.95,190244.10293579102,265512.0414352417,348315.89709472656,65
2003,May,OO,SkyWest Airlines Inc.,166,30985,10009212,2087.14,6.51,150197.9412536621,132925.80725097656,87402.05819702148,37
2003,May,TZ,ATA Airlines d/b/a ATA,52,5676,6540759,4514.45,3.90,35169.20935058594,42521.25598144531,39710.79064941406,53
2003,May,UA,United Air Lines Inc.,527,43454,45175563,3230.24,3.03,258171.65397644043,322306.7243041992,500708.3455810547,66
2003,May,US,US Airways Inc.,276,35354,22977133,2991.29,4.49,147681.46020507812,205616.04681396484,248318.53979492188,63
2003,May,WN,Southwest Airlines Co.,377,80466,44658171,3934.74,7.06,248578.44067382812,319542.7703857422,292861.5593261719,54
2003,May,XE,ExpressJet Airlines Inc.,208,27553,13164304,2195.06,4.59,92278.3161315918,142157.9140625,205801.6831665039,69
2003,Jun,AA,American Airlines Inc.,771,61824,64579593,3319.39,3.11,401052.61167907715,485872.30473327637,709187.3888549805,64
2003,Jun,AS,Alaska Airlines Inc.,110,14537,12297975,3893.27,4.61,66801.30612182617,88230.81072998047,91598.6939086914,58
2003,Jun,B6,JetBlue Airways,44,5272,6878372,5464.93,4.18,34889.20526123047,36815.194885253906,28470.79473876953,45
2003,Jun,CO,Continental Air Lines Inc.,349,25484,27707123,3225.62,2.83,173614.23286437988,204225.0658479929,327505.7680053711,65
2003,Jun,DH,Independence Air,145,24117,8508850,2059.36,5.85,68787.25308227539,117598.02667236328,140012.74676513672,67
2003,Jun,DL,Delta Air Lines Inc.,519,53579,42724025,3086.04,3.80,266819.328125,367275.87072753906,480540.6714477539,64
2003,Jun,EV,ExpressJet Airlines Inc.,133,22352,9076437,2416.71,6.01,68793.4942779541,115384.05694580078,122726.505859375,64
2003,Jun,FL,AirTran Airways Corporation,73,12142,7134622,3352.47,5.72,46276.48001098633,61861.15283203125,58843.519958496094,56
2003,Jun,HP,America West Airlines Inc.,140,15760,15514429,3880.63,3.96,83580.88479614258,103297.05157470703,118019.115234375,59
2003,Jun,MQ,Envoy Air,200,34382,11458493,2047.28,6.18,97212.58697509766,156813.4716796875,190787.4132080078,66
2003,Jun,NW,Northwest Airlines Inc.,382,41529,31100623,3174.21,3.98,201272.96484375,276549.2597961426,348807.03509521484,63
2003,Jun,OO,SkyWest Airlines Inc.,169,31782,10201995,2156.81,6.81,160364.4924621582,139512.18048095703,82995.50776672363,34
2003,Jun,TZ,ATA Airlines d/b/a ATA,56,5789,6717265,4526.95,3.90,37850.305114746094,46082.47341918945,42789.694885253906,53
2003,Jun,UA,United Air Lines Inc.,527,44793,46872617,3421.07,3.17,272086.0915374756,336748.86991882324,486793.90826416016,64
2003,Jun,US,US Airways Inc.,274,34116,23337387,3110.98,4.48,150070.64503479004,206435.41079711914,244489.35485839844,62
2003,Jun,WN,Southwest Airlines Co.,376,78767,43823069,3980.72,7.19,252708.24340820312,323333.09521484375,288731.7565917969,53
2003,Jun,XE,ExpressJet Airlines Inc.,213,28232,13764016,2322.16,4.73,99270.2271118164,150512.1527709961,206009.7734375,67
2003,Jul,AA,American Airlines Inc.,778,64668,68159818,3376.48,3.11,408644.1491088867,487623.5129852295,711675.850769043,64
2003,Jul,AS,Alaska Airlines Inc.,111,15570,13207521,3957.61,4.67,68212.93927001953,89562.80181884766,91627.06079101562,57
2003,Jul,B6,JetBlue Airways,45,5839,7836684,5713.87,4.25,37102.90216064453,37606.63494873047,27697.097869873047,43
2003,Jul,CO,Continental Air Lines Inc.,348,26569,29442871,3303.19,2.84,177447.92208862305,204628.60492956638,323672.07849121094,65
2003,Jul,DH,Independence Air,144,24621,8815323,2064.67,5.79,66024.73254394531,118263.83447265625,141335.267578125,68
2003,Jul,DL,Delta Air Lines Inc.,521,55295,44232799,3085.35,3.81,267751.47163391113,372342.59185791016,482488.52850341797,64
2003,Jul,EV,ExpressJet Airlines Inc.,131,22258,9268847,2448.40,5.97,68160.51171875,117303.31768798828,120479.48840332031,64
2003,Jul,FL,AirTran Airways Corporation,73,12892,7615231,3471.43,5.90,48262.333923339844,64727.71942138672,56857.666076660156,54
2003,Jul,HP,America West Airlines Inc.,140,16279,16085556,3875.95,3.94,82755.44415283203,105777.57751464844,118844.55590820312,59
2003,Jul,MQ,Envoy Air,201,35160,11878889,2052.41,6.10,97600.20397949219,155342.01211547852,191839.7960205078,66
2003,Jul,NW,Northwest Airlines Inc.,381,43819,33168683,3196.25,4.02,200857.04922485352,281396.45703125,347782.95025634766,63
2003,Jul,OO,SkyWest Airlines Inc.,171,33370,10957334,2186.08,6.71,162068.8146057129,140419.3274230957,84171.18524169922,34
2003,Jul,TZ,ATA Airlines d/b/a ATA,56,5923,6842737,4436.64,3.87,37686.143798828125,45118.194763183594,42953.856201171875,53
2003,Jul,UA,United Air Lines Inc.,530,47937,50466397,3512.39,3.25,279421.4937591553,341039.57817077637,483778.50677490234,63
2003,Jul,US,US Airways Inc.,274,34260,23807198,3074.73,4.36,147645.67012023926,204043.91442871094,246914.3299560547,63
2003,Jul,WN,Southwest Airlines Co.,380,81097,45203548,3952.73,7.12,252876.04693603516,323273.5224609375,294323.95306396484,54
2003,Jul,XE,ExpressJet Airlines Inc.,214,29342,14530716,2308.47,4.66,100500.66635131836,151129.26043701172,207659.33404541016,67
2003,Aug,AA,American Airlines Inc.,773,63839,67393806,3359.83,3.10,406817.99391174316,484088.53089904785,706302.0062255859,63
2003,Aug,AS,Alaska Airlines Inc.,111,15537,13198311,3965.01,4.67,68416.11752319336,89662.39141845703,91423.88262939453,57
2003,Aug,B6,JetBlue Airways,46,5837,7871220,5663.40,4.20,38750.782958984375,38154.58142089844,27489.217041015625,41
2003,Aug,CO,Continental Air Lines Inc.,346,25951,28896588,3274.54,2.79,175142.50732421875,200394.96924734116,323097.4923095703,65
2003,Aug,DH,Independence Air,146,24437,8878012,2062.20,5.72,67991.56564331055,118856.61279296875,142248.43420410156,68
2003,Aug,DL,Delta Air Lines Inc.,525,56067,45092286,3111.37,3.81,272502.52951049805,373568.6396331787,483497.4703979492,64
2003,Aug,EV,ExpressJet Airlines Inc.,129,21738,9229436,2498.25,5.92,67286.62403869629,111889.08493041992,118473.37622070312,64
2003,Aug,FL,AirTran Airways Corporation,72,12668,7549076,3426.71,5.77,47011.73678588867,62327.428771972656,56668.263244628906,55
2003,Aug,HP,America West Airlines Inc.,138,16171,16055865,3907.04,3.93,82401.98901367188,104891.60540771484,116318.01092529297,59
2003,Aug,MQ,Envoy Air,203,35065,11897929,2030.49,6.04,98067.98020935059,157233.5457458496,194252.02001953125,66
2003,Aug,NW,Northwest Airlines Inc.,381,43900,33370023,3187.33,4.00,198843.91897583008,283071.9165649414,349796.08166503906,64
2003,Aug,OO,SkyWest Airlines Inc.,177,34318,11393801,2195.83,6.68,168681.53784179688,145234.37991333008,86198.46195983887,34
2003,Aug,TZ,ATA Airlines d/b/a ATA,57,5948,6894639,4453.92,3.83,38130.014221191406,46154.149963378906,43949.985778808594,54
2003,Aug,UA,United Air Lines Inc.,530,47381,49892505,3480.79,3.22,276749.0821380615,339002.5439453125,486450.91778564453,64
2003,Aug,US,US Airways Inc.,274,34009,23738324,3087.95,4.38,148919.5916442871,203777.89012145996,245640.40856933594,62
2003,Aug,WN,Southwest Airlines Co.,383,80786,45138214,3950.09,7.10,254174.64971923828,325665.1223754883,297345.3502807617,54
2003,Aug,XE,ExpressJet Airlines Inc.,216,28074,14041413,2222.07,4.43,97763.66610717773,148816.99182128906,213276.33404541016,69
2003,Sep,AA,American Airlines Inc.,770,59938,62174657,3278.74,3.09,392706.8321685791,476056.11210632324,716093.1680908203,65
2003,Sep,AS,Alaska Airlines Inc.,111,13514,11375371,3831.83,4.60,66282.61856079102,87586.4663696289,93557.3814086914,59
2003,Sep,B6,JetBlue Airways,47,5495,7376573,5555.18,4.12,37593.19519042969,38322.13348388672,30086.804809570312,44
2003,Sep,CO,Continental Air Lines Inc.,345,23181,25145871,3030.28,2.66,162933.02445983887,190485.0033416748,333866.97521972656,67
2003,Sep,DH,Independence Air,146,23670,8614867,2069.21,5.73,67808.66397094727,115645.4819946289,142431.33575439453,68
2003,Sep,DL,Delta Air Lines Inc.,524,53919,43627259,3114.81,3.79,267854.115234375,371442.9147491455,486705.8842163086,65
2003,Sep,EV,ExpressJet Airlines Inc.,128,21824,9337043,2592.21,6.05,67160.55361938477,112858.35369873047,117159.44647216797,64
2003,Sep,FL,AirTran Airways Corporation,73,11857,7090899,3371.54,5.65,45515.378356933594,61637.028076171875,59604.621643066406,57
2003,Sep,HP,America West Airlines Inc.,140,15156,15324087,3885.67,3.84,82586.9494934082,102258.18569946289,119013.05059814453,59
2003,Sep,MQ,Envoy Air,197,34327,11711527,2124.15,6.24,97156.4221496582,155041.93872070312,186523.5780029297,66
2003,Sep,NW,Northwest Airlines Inc.,382,39204,28173991,2926.21,3.88,186483.65310668945,268764.95628356934,363596.3469848633,66
2003,Sep,OO,SkyWest Airlines Inc.,179,33578,11283245,2212.83,6.64,169954.9921875,146999.35494995117,87805.0079498291,34
2003,Sep,TZ,ATA Airlines d/b/a ATA,55,5801,6457462,4422.70,3.94,36422.36682128906,45357.14764404297,42777.63317871094,54
2003,Sep,UA,United Air Lines Inc.,526,43875,45531931,3364.76,3.14,266202.4829559326,329395.9028778076,491237.51654052734,65
2003,Sep,US,US Airways Inc.,274,31965,21814005,2954.18,4.29,143218.77410888672,197014.30032348633,251341.2258605957,64
2003,Sep,WN,Southwest Airlines Co.,385,78635,43954102,3955.56,7.10,254695.8634033203,327207.33752441406,299704.1365966797,54
2003,Sep,XE,ExpressJet Airlines Inc.,218,26853,13397841,2174.31,4.35,96314.37713623047,148554.23168945312,217605.62280273438,69
2003,Oct,AA,American Airlines Inc.,756,62876,64972064,3306.65,3.13,385974.1975402832,473788.19467163086,702665.8026733398,65
2003,Oct,AS,Alaska Airlines Inc.,108,13559,11358415,3747.99,4.51,63833.892578125,84167.20697021484,91686.10748291016,59
2003,Oct,B6,JetBlue Airways,48,5843,7825607,5529.37,4.13,38249.37683105469,39329.49658203125,30870.623168945312,45
2003,Oct,CO,Continental Air Lines Inc.,344,25033,27095324,3091.68,2.76,163897.1262664795,195897.5848622322,331462.87420654297,67
2003,Oct,DH,Independence Air,148,24563,8970253,2056.09,5.69,68597.84619140625,116198.3804321289,144522.15405273438,68
2003,Oct,DL,Delta Air Lines Inc.,522,56425,46189892,3177.21,3.81,272988.6249847412,370132.3266296387,478691.37408447266,64
2003,Oct,EV,ExpressJet Airlines Inc.,127,23088,9874353,2619.36,6.14,68124.7805519104,112047.40467834473,114755.2191772461,63
2003,Oct,FL,AirTran Airways Corporation,74,12494,7578854,3403.85,5.64,47138.56466674805,62458.26025390625,59421.43536376953,56
2003,Oct,HP,America West Airlines Inc.,141,15573,15868283,3833.23,3.79,82135.55416870117,102618.48400878906,120904.44592285156,60
2003,Oct,MQ,Envoy Air,200,36110,12424193,2167.01,6.29,99757.59533691406,156427.43017578125,188242.40447998047,65
2003,Oct,NW,Northwest Airlines Inc.,381,41367,29979075,3033.70,3.98,193524.75973510742,274197.32651519775,355115.2399902344,65
2003,Oct,OO,SkyWest Airlines Inc.,183,34583,11785008,2206.15,6.51,175938.412109375,147185.4457397461,87581.58782958984,33
2003,Oct,TZ,ATA Airlines d/b/a ATA,56,6270,6979333,4560.51,4.07,38557.20965576172,47188.54412841797,42082.79034423828,52
2003,Oct,UA,United Air Lines Inc.,520,45967,47808123,3444.91,3.21,270512.11849975586,333472.32780456543,478287.88122558594,64
2003,Oct,US,US Airways Inc.,273,34737,23376631,3040.66,4.47,146088.63459777832,202091.57640075684,247031.3649597168,63
2003,Oct,WN,Southwest Airlines Co.,382,81876,45990441,3982.26,7.11,255837.12463378906,326682.2336425781,294242.87536621094,53
2003,Oct,XE,ExpressJet Airlines Inc.,220,28807,14606823,2277.67,4.49,99694.52871704102,153357.16772460938,217105.47149658203,69
2003,Nov,AA,American Airlines Inc.,746,55987,60301400,3303.05,3.01,386539.77740478516,465791.1453857422,687700.2220458984,64
2003,Nov,AS,Alaska Airlines Inc.,107,12666,10521301,3573.01,4.30,61061.53860473633,80578.37051391602,93018.46118164062,60
2003,Nov,B6,JetBlue Airways,51,5894,7733056,5404.31,4.11,40251.89129638672,42025.54803466797,33188.10870361328,45
2003,Nov,CO,Continental Air Lines Inc.,342,24219,26477770,3079.81,2.76,165550.9262084961,199898.59237670898,326929.07427978516,66
2003,Nov,DH,Independence Air,147,23459,8643439,2063.90,5.65,67911.94650268555,118308.91326904297,143768.05346679688,68
2003,Nov,DL,Delta Air Lines Inc.,520,54199,44694426,3182.31,3.79,273281.73166656494,368896.2940979004,475518.26904296875,64
2003,Nov,EV,ExpressJet Airlines Inc.,127,22213,9559596,2594.83,6.06,66874.84246826172,111988.82415771484,116005.15759277344,63
2003,Nov,FL,AirTran Airways Corporation,76,12074,7459384,3371.62,5.49,47775.3860168457,62746.712463378906,61664.61407470703,56
2003,Nov,HA,Hawaiian Airlines Inc.,27,3830,2292389,3227.15,6.25,14037.562408447266,17522.391021728516,24842.437744140625,64
2003,Nov,HP,America West Airlines Inc.,138,14875,15388136,3936.00,3.82,83633.07641601562,102547.24517822266,115086.92352294922,58
2003,Nov,MQ,Envoy Air,203,34138,11916834,2094.16,6.02,101297.66624450684,157080.2764892578,191022.3338623047,65
2003,Nov,NW,Northwest Airlines Inc.,384,39525,28805799,2979.28,3.90,195009.56162261963,274297.2550315857,357950.43884277344,65
2003,Nov,OO,SkyWest Airlines Inc.,185,34029,11407102,2193.89,6.58,178631.07067871094,150606.85821533203,87768.92907714844,33
2003,Nov,TZ,ATA Airlines d/b/a ATA,58,6118,7018493,4539.02,3.97,40323.28173828125,47775.203552246094,43196.71826171875,52
2003,Nov,UA,United Air Lines Inc.,524,43937,45767124,3336.74,3.15,270528.6378326416,331492.0464477539,484031.3620605469,64
2003,Nov,US,US Airways Inc.,271,33104,22251762,2992.61,4.39,143362.05628967285,201060.20864868164,246877.94381713867,63
2003,Nov,WN,Southwest Airlines Co.,385,76521,43540477,3900.05,6.87,254644.70419311523,321596.68670654297,299755.29583740234,54
2003,Nov,XE,ExpressJet Airlines Inc.,222,26656,13790652,2206.33,4.27,99022.19345092773,148896.21716308594,220657.80657958984,69
2003,Dec,AA,American Airlines Inc.,739,59155,63624812,3345.45,3.05,388672.8448944092,463483.21044921875,675487.1557617188,63
2003,Dec,AS,Alaska Airlines Inc.,109,13352,11142653,3623.28,4.32,63074.03918457031,82589.91632080078,93885.96087646484,60
2003,Dec,B6,JetBlue Airways,53,6458,8401460,5390.86,4.14,42474.506591796875,43895.66613769531,33845.493408203125,44
2003,Dec,CO,Continental Air Lines Inc.,346,25800,28472914,3181.04,2.80,172788.45404052734,206166.7127418518,325451.5462036133,65
2003,Dec,DH,Independence Air,144,24369,8989854,2104.47,5.76,68674.76876831055,117597.10223388672,138685.2310180664,67
2003,Dec,DL,Delta Air Lines Inc.,521,56835,46770638,3214.88,3.84,276751.7872619629,380198.6017303467,473488.21270751953,63
2003,Dec,EV,ExpressJet Airlines Inc.,127,23063,9938619,2604.33,6.07,67147.68789672852,114231.35870361328,115732.31231689453,63
2003,Dec,FL,AirTran Airways Corporation,76,12626,7811794,3398.44,5.52,48655.03778076172,64463.724548339844,60784.96228027344,56
2003,Dec,HA,Hawaiian Airlines Inc.,26,3964,2480763,3285.13,6.07,13468.370910644531,16781.178649902344,23971.629028320312,64
2003,Dec,HP,America West Airlines Inc.,141,15556,16254659,3906.01,3.76,83618.54537963867,105336.96337890625,119421.45471191406,59
2003,Dec,MQ,Envoy Air,207,36402,12613213,2124.19,6.19,105400.6321105957,161042.38244628906,192679.36785888672,65
2003,Dec,NW,Northwest Airlines Inc.,383,41896,31523915,3110.31,3.92,201172.67517089844,277265.73515319824,350347.3249206543,64
2003,Dec,OO,SkyWest Airlines Inc.,185,35112,11706583,2158.51,6.51,178483.60400390625,150374.83221435547,87916.39560699463,33
2003,Dec,TZ,ATA Airlines d/b/a ATA,59,6369,7286194,4487.71,3.93,40302.970642089844,48373.724060058594,44657.029357910156,53
2003,Dec,UA,United Air Lines Inc.,529,46191,48450635,3405.32,3.19,277458.5793457031,334403.54416656494,484301.4205932617,64
2003,Dec,US,US Airways Inc.,273,33684,22747339,2949.59,4.30,143458.32661437988,198964.4412536621,249661.67291259766,64
2003,Dec,WN,Southwest Airlines Co.,386,79743,45363184,3921.15,6.90,257038.86016845703,324090.20428466797,298801.13983154297,54
2003,Dec,XE,ExpressJet Airlines Inc.,224,27944,14422652,2217.31,4.30,101355.31433105469,150907.5107421875,221204.68591308594,69
2004,Jan,AA,American Airlines Inc.,738,58593,63318671,3317.49,2.99,386313.28370666504,454265.4808921814,676406.7156982422,64
2004,Jan,AS,Alaska Airlines Inc.,109,13281,11023388,3650.93,4.43,60754.99169921875,79372.99389648438,96205.0083618164,61
2004,Jan,B6,JetBlue Airways,55,6760,8845471,5447.40,4.18,44431.94470214844,46740.48034667969,34768.05529785156,44
2004,Jan,CO,Continental Air Lines Inc.,345,24151,26861189,3055.48,2.69,165688.2194519043,199875.55874443054,331111.7805786133,67
2004,Jan,DH,Independence Air,144,23302,8509185,2038.55,5.64,65311.2254486084,117348.19686889648,140608.7742919922,68
2004,Jan,DL,Delta Air Lines Inc.,524,56745,46448734,3188.67,3.83,279020.9134979248,382850.8557434082,475539.08630371094,63
2004,Jan,EV,ExpressJet Airlines Inc.,130,22858,9763841,2537.39,5.93,66379.85507202148,113485.13110351562,120820.14501953125,65
2004,Jan,FL,AirTran Airways Corporation,74,12558,7778085,3486.63,5.64,48923.620544433594,63637.73327636719,57636.379455566406,54
2004,Jan,HA,Hawaiian Airlines Inc.,27,3851,2279824,3238.07,5.87,13999.161437988281,17134.676208496094,24880.838623046875,64
2004,Jan,HP,America West Airlines Inc.,140,16278,16727974,4026.78,3.95,85757.53378295898,109198.32623291016,115842.4662475586,57
2004,Jan,MQ,Envoy Air,208,35795,12604505,2111.36,6.01,106607.45388793945,159687.08154296875,192912.5458984375,64
2004,Jan,NW,Northwest Airlines Inc.,381,40977,29982316,3011.08,3.85,195974.68948364258,271410.2683105469,352665.31048583984,64
2004,Jan,OH,Comair Inc.,157,30642,14559922,3098.52,6.52,94979.00198364258,144290.9307861328,131100.99798583984,58
2004,Jan,OO,SkyWest Airlines Inc.,187,35236,11852185,2143.75,6.44,180472.6000366211,150740.33471679688,88807.39993286133,33
2004,Jan,TZ,ATA Airlines d/b/a ATA,61,6603,7540451,4511.99,3.97,42634.52114868164,50568.9912109375,45205.47882080078,51
2004,Jan,UA,United Air Lines Inc.,527,45809,48335913,3402.95,3.18,275886.6966705322,334401.59855651855,482993.30377197266,64
2004,Jan,US,US Airways Inc.,273,33846,22839245,2964.67,4.33,143521.44688415527,199676.95838928223,249598.55319213867,63
2004,Jan,WN,Southwest Airlines Co.,387,79417,45287912,3919.21,6.88,258037.65368652344,326341.9891357422,299242.34631347656,54
2004,Jan,XE,ExpressJet Airlines Inc.,224,27698,13959849,2129.33,4.23,98958.56735229492,149743.88549804688,223601.4324951172,69
2004,Feb,AA,American Airlines Inc.,732,55826,60675210,3384.05,3.04,389509.93603515625,460169.7789154053,664570.0639648438,63
2004,Feb,AS,Alaska Airlines Inc.,110,12481,10402242,3630.97,4.39,63680.62966918945,82832.39764404297,94719.37042236328,60
2004,Feb,B6,JetBlue Airways,56,6719,8658270,5535.22,4.29,45702.607849121094,48124.64758300781,34937.392150878906,43
2004,Feb,CO,Continental Air Lines Inc.,347,23651,26189435,3150.35,2.76,172709.58352661133,207097.6527633667,326970.4164428711,65
2004,Feb,DH,Independence Air,144,22254,8080489,2054.33,5.72,67057.25321960449,114265.29122924805,140302.74645996094,68
2004,Feb,DL,Delta Air Lines Inc.,523,54423,44217759,3221.99,3.89,283495.6907043457,388820.49073791504,469624.3094482422,62
2004,Feb,EV,ExpressJet Airlines Inc.,129,20692,8757195,2433.35,5.76,64403.565521240234,115203.27264404297,121356.43432617188,65
2004,Feb,FL,AirTran Airways Corporation,75,12185,7645053,3558.67,5.68,50342.37756347656,66207.77709960938,57657.62243652344,53
2004,Feb,HA,Hawaiian Airlines Inc.,25,3709,2182555,3320.34,6.07,13205.990509033203,16401.071319580078,22794.00958251953,63
2004,Feb,HP,America West Airlines Inc.,138,15393,15713369,4089.21,4.02,87488.54927062988,110591.63095092773,111231.45068359375,56
2004,Feb,MQ,Envoy Air,212,34876,12454963,2181.97,6.16,109613.4836730957,165937.83624267578,195666.51641845703,64
2004,Feb,NW,Northwest Airlines Inc.,383,39750,29454239,3084.80,3.95,200671.10983276367,278146.8115081787,350848.8895263672,64
2004,Feb,OH,Comair Inc.,158,29067,13804439,3120.71,6.57,96043.03491210938,145477.80004882812,131476.96508789062,58
2004,Feb,OO,SkyWest Airlines Inc.,188,33623,11289050,2168.46,6.55,182666.75170898438,153278.07690429688,88053.24877166748,33
