Year,Month,UniqueCarrier,CarrierName,TotalAircrafts,TotalFlights,TotalDistance,AvgDistancePerDay,AvgFlightsPerDay,TotalAirTime,TotalTravelTime,TimeOnGround,PctTimeOnGround
2007,May,UA,United Air Lines Inc.,431,41520,44506935,3760.38,3.47,250884.23649597168,292181.5760345459,369755.763671875,60
2007,May,US,US Airways Inc.,355,41574,34457193,3532.87,4.20,211921.46237182617,267042.4402770996,299278.5378417969,59
2007,May,WN,Southwest Airlines Co.,492,98393,62082815,4241.01,6.77,347013.9568786621,426653.7153930664,361466.0430908203,51
2007,May,XE,ExpressJet Airlines Inc.,267,35742,19866773,2653.05,4.73,138757.36070251465,199529.53511047363,245722.63940429688,64
2007,May,YV,Mesa Airlines Inc.,137,26254,10217720,2566.49,6.59,75649.9690246582,118329.29119873047,121630.03106689453,62
2007,Jun,9E,Endeavor Air Inc.,139,21351,9721739,2420.85,5.31,71342.28784179688,112628.99658203125,128817.71221923828,64
2007,Jun,AA,American Airlines Inc.,662,50141,53715743,3394.82,3.04,349437.02726745605,398391.85481643677,603842.9721679688,63
2007,Jun,AQ,Aloha Airlines Inc.,18,3819,1648209,3231.11,8.15,10226.544952392578,14736.576293945312,15693.455078125,61
2007,Jun,AS,Alaska Airlines Inc.,114,14306,13016967,4010.31,4.43,72162.16256713867,94665.01141357422,91997.83740234375,56
2007,Jun,B6,JetBlue Airways,129,15235,17699656,4810.96,4.17,100645.59210205078,105508.40032958984,85114.40789794922,46
2007,Jun,CO,Continental Air Lines Inc.,341,27054,31704082,3616.30,2.99,195707.93559265137,212021.14198422432,295332.0643310547,60
2007,Jun,DL,Delta Air Lines Inc.,424,40200,38740185,3454.99,3.52,237394.04780197144,287151.13639450073,373165.9520263672,61
2007,Jun,EV,ExpressJet Airlines Inc.,159,25164,11861385,2636.15,5.59,83739.86239624023,135145.35412597656,145220.13745117188,63
2007,Jun,F9,Frontier Airlines Inc.,60,8364,7460121,4293.41,4.82,41127.63900756836,53863.72442626953,45272.36102294922,52
2007,Jun,FL,AirTran Airways Corporation,135,22691,15825951,3972.88,5.68,93057.59756469727,119405.49182128906,101342.40240478516,52
2007,Jun,HA,Hawaiian Airlines Inc.,29,4798,2981135,3813.51,5.93,16928.179473876953,21137.228393554688,24831.820556640625,59
2007,Jun,MQ,Envoy Air,259,42283,17661532,2426.59,5.86,137289.17166137695,202836.6441040039,235670.82873535156,63
2007,Jun,NW,Northwest Airlines Inc.,326,36005,28071584,3298.20,4.04,178163.5411376953,248290.5294189453,291276.4587402344,62
2007,Jun,OH,Comair Inc.,134,19307,9350132,2424.74,5.02,70808.412109375,105605.4794921875,122151.58801269531,63
2007,Jun,OO,SkyWest Airlines Inc.,271,49981,21771481,2815.85,6.53,159089.04095458984,227022.20306396484,231150.958984375,59
2007,Jun,UA,United Air Lines Inc.,440,40987,44618474,3885.28,3.47,260274.55560302734,289486.7141647339,373325.4445800781,59
2007,Jun,US,US Airways Inc.,355,39403,33775244,3519.71,4.08,210277.77642822266,261371.51687049866,300922.2239379883,59
2007,Jun,WN,Southwest Airlines Co.,497,96270,60931808,4265.42,6.79,352168.6498413086,434199.06982421875,363511.3501586914,51
2007,Jun,XE,ExpressJet Airlines Inc.,272,35751,20372684,2674.64,4.69,141943.76470947266,203621.62060546875,249736.23541259766,64
2007,Jun,YV,Mesa Airlines Inc.,134,25797,10126580,2656.51,6.78,73434.20608520508,123564.64282226562,119525.79400634766,62
2007,Jul,9E,Endeavor Air Inc.,139,21772,9880898,2374.08,5.23,69659.95895385742,111589.01684570312,130500.04052734375,65
2007,Jul,AA,American Airlines Inc.,661,52747,56456050,3403.16,3.06,346980.5918121338,399882.6264324188,604859.4078369141,64
2007,Jul,AQ,Aloha Airlines Inc.,19,3911,1690477,3067.20,7.86,10331.070831298828,14809.4541015625,17028.929138183594,62
2007,Jul,AS,Alaska Airlines Inc.,113,14797,13464033,4053.03,4.48,72209.78634643555,94903.76007080078,90510.21362304688,56
2007,Jul,B6,JetBlue Airways,132,16169,18678108,4744.83,4.14,100979.00329589844,106521.60375976562,89100.99670410156,47
2007,Jul,CO,Continental Air Lines Inc.,338,27537,32486115,3615.59,2.96,191852.8430328369,208399.20095181465,294867.1573486328,61
2007,Jul,DL,Delta Air Lines Inc.,429,41606,40678684,3475.72,3.51,239610.6764831543,292408.2597732544,378149.32360839844,61
2007,Jul,EV,ExpressJet Airlines Inc.,159,25551,12042783,2579.54,5.47,81595.8432006836,132960.5596923828,147364.15692138672,64
2007,Jul,F9,Frontier Airlines Inc.,60,9024,8167938,4528.63,5.01,43172.87680053711,54978.717529296875,43227.12316894531,50
2007,Jul,FL,AirTran Airways Corporation,137,23663,16843791,4003.43,5.61,94870.2001953125,121462.90911865234,102409.7998046875,52
2007,Jul,HA,Hawaiian Airlines Inc.,29,5028,3194370,3679.81,5.85,16361.777557373047,20315.111938476562,25398.222412109375,61
2007,Jul,MQ,Envoy Air,256,44753,18629718,2484.06,5.95,137367.66149902344,202698.37475585938,231272.33837890625,63
2007,Jul,NW,Northwest Airlines Inc.,326,36009,28655524,3172.55,3.91,171308.22951507568,237491.03422284126,298131.7702026367,64
2007,Jul,OH,Comair Inc.,133,19696,9491446,2388.04,4.96,69246.81661987305,104722.93273925781,122273.18347167969,64
2007,Jul,OO,SkyWest Airlines Inc.,275,52169,22809631,2820.57,6.52,162715.09732055664,229552.42022705078,233284.90264892578,59
2007,Jul,UA,United Air Lines Inc.,434,42486,46677431,3936.43,3.52,257180.35877990723,288446.2189025879,367779.6410522461,59
2007,Jul,US,US Airways Inc.,355,40878,34920038,3502.05,4.08,208343.60041809082,261544.61666870117,302856.39978027344,59
2007,Jul,WN,Southwest Airlines Co.,496,100041,63408004,4264.16,6.76,350963.72900390625,432570.02655029297,363276.2710571289,51
2007,Jul,XE,ExpressJet Airlines Inc.,274,37661,21785327,2708.94,4.67,142623.32550048828,206459.77481079102,251936.67474365234,64
2007,Jul,YV,Mesa Airlines Inc.,132,24703,9780281,2519.79,6.39,71393.3804321289,113926.31439208984,118686.61981201172,62
2007,Aug,9E,Endeavor Air Inc.,139,21970,9949239,2387.48,5.27,71598.36071777344,111832.57543945312,128561.63916015625,64
2007,Aug,AA,American Airlines Inc.,658,52829,56528507,3435.08,3.11,345664.7172546387,402017.26136779785,601855.2830810547,64
2007,Aug,AQ,Aloha Airlines Inc.,20,4062,1715026,3029.18,8.43,11023.634307861328,15972.178527832031,17776.36572265625,62
2007,Aug,AS,Alaska Airlines Inc.,114,14722,13324875,4002.92,4.46,71769.55355834961,95044.87286376953,92390.44647216797,56
2007,Aug,B6,JetBlue Airways,132,16498,19007670,4795.60,4.17,100766.162109375,106391.15063476562,89313.837890625,47
2007,Aug,CO,Continental Air Lines Inc.,339,28232,33113316,3662.96,3.03,194426.96780395508,213081.6620684862,293733.0322265625,60
2007,Aug,DL,Delta Air Lines Inc.,430,41763,40357482,3427.99,3.52,238520.87367630005,291010.38341903687,380679.1259765625,61
2007,Aug,EV,ExpressJet Airlines Inc.,159,26026,12193803,2597.99,5.56,82955.70791625977,133157.37005615234,146004.29193115234,64
2007,Aug,F9,Frontier Airlines Inc.,60,8790,7964646,4446.24,4.90,42443.940673828125,53772.68048095703,43956.059326171875,51
2007,Aug,FL,AirTran Airways Corporation,137,23259,16631207,3963.31,5.55,93380.17126464844,119932.05072021484,103899.82873535156,53
2007,Aug,HA,Hawaiian Airlines Inc.,29,4996,3114543,3652.52,5.85,16359.583923339844,20246.035858154297,25400.41619873047,61
2007,Aug,MQ,Envoy Air,260,45330,18804579,2485.10,6.04,140258.20346069336,204726.93713378906,234141.7964477539,63
2007,Aug,NW,Northwest Airlines Inc.,319,35142,27082372,3036.14,3.85,169006.6739807129,224643.47674369812,290353.3259277344,63
2007,Aug,OH,Comair Inc.,133,20192,9691677,2444.71,5.09,71327.4556274414,106190.32208251953,120192.54431152344,63
2007,Aug,OO,SkyWest Airlines Inc.,276,52962,23104735,2829.50,6.50,164455.88787841797,231671.44958496094,232984.11206054688,59
2007,Aug,UA,United Air Lines Inc.,433,43176,47103959,3967.84,3.57,260349.57440185547,287765.99007987976,363170.4253540039,58
2007,Aug,US,US Airways Inc.,355,40560,34029066,3434.72,4.07,205069.36749267578,261883.79053497314,306130.63287353516,60
2007,Aug,WN,Southwest Airlines Co.,505,101184,64075736,4266.30,6.77,356076.19049072266,439143.0782470703,371123.80950927734,51
2007,Aug,XE,ExpressJet Airlines Inc.,274,39072,22513849,2782.81,4.81,145894.78610229492,209885.4306640625,248665.21356201172,63
2007,Aug,YV,Mesa Airlines Inc.,131,24941,9761098,2568.51,6.57,71567.34384155273,115133.60858154297,117072.65649414062,62
2007,Sep,9E,Endeavor Air Inc.,139,20729,9376919,2326.40,5.16,69038.77206420898,109686.9340209961,131121.2279663086,66
2007,Sep,AA,American Airlines Inc.,658,50373,53791155,3404.20,3.06,342054.1379547119,404516.9723587036,605465.8617553711,64
2007,Sep,AQ,Aloha Airlines Inc.,20,3716,1606592,2949.81,7.95,10481.802764892578,15457.39990234375,18318.197265625,64
2007,Sep,AS,Alaska Airlines Inc.,115,13402,12166083,3862.97,4.29,70383.50598144531,93924.1967163086,95216.49407958984,57
2007,Sep,B6,JetBlue Airways,133,15015,17094960,4672.55,4.12,98463.28430175781,105992.64678955078,93056.71569824219,49
2007,Sep,CO,Continental Air Lines Inc.,339,24703,28487381,3310.76,2.78,175785.54440307617,203230.969933033,312374.4553222656,64
2007,Sep,DL,Delta Air Lines Inc.,420,38815,36338444,3289.35,3.49,225990.98095703125,279121.6930541992,378809.01904296875,63
2007,Sep,EV,ExpressJet Airlines Inc.,159,22644,10551425,2388.60,5.15,75760.64933776855,121823.76362609863,153199.35083007812,67
2007,Sep,F9,Frontier Airlines Inc.,60,7928,7251331,4266.83,4.66,40478.656311035156,53228.293395996094,45921.343688964844,53
2007,Sep,FL,AirTran Airways Corporation,137,21004,14655823,3675.66,5.27,86847.39324951172,112596.71850585938,110432.60675048828,56
2007,Sep,HA,Hawaiian Airlines Inc.,29,4564,2896523,3658.02,5.84,16242.273803710938,20741.250732421875,25517.726135253906,61
2007,Sep,MQ,Envoy Air,257,43830,18146872,2502.61,6.06,137621.7355041504,204775.29919433594,232458.26428222656,63
2007,Sep,NW,Northwest Airlines Inc.,317,32170,24237368,3007.39,3.75,165073.7907562256,211342.60556030273,291406.2092285156,64
2007,Sep,OH,Comair Inc.,133,18555,8893807,2363.42,4.90,68305.89547729492,101952.68640136719,123214.10430908203,64
2007,Sep,OO,SkyWest Airlines Inc.,277,48309,21195280,2702.04,6.19,156044.70935058594,225989.9054107666,242835.29064941406,61
2007,Sep,UA,United Air Lines Inc.,431,39276,41641538,3688.13,3.41,242326.78341674805,284739.2873535156,378313.21661376953,61
2007,Sep,US,US Airways Inc.,355,37454,30476636,3249.81,3.98,195288.46014404297,255852.63385391235,315911.5400390625,62
2007,Sep,WN,Southwest Airlines Co.,507,96000,61078403,4172.10,6.59,349143.4688720703,429564.7203979492,380936.5311279297,52
2007,Sep,XE,ExpressJet Airlines Inc.,273,35055,20127590,2626.63,4.57,135866.93630981445,199928.34832763672,257253.06323242188,65
2007,Sep,YV,Mesa Airlines Inc.,125,22383,8746489,2507.76,6.38,67332.16622924805,105355.36010742188,112667.83386230469,63
2007,Oct,9E,Endeavor Air Inc.,139,21676,9585864,2298.80,5.20,69381.84396362305,111309.63623046875,130778.15588378906,65
2007,Oct,AA,American Airlines Inc.,653,52949,56317881,3440.64,3.11,345397.8392486572,407229.9082336426,594922.1608886719,63
2007,Oct,AQ,Aloha Airlines Inc.,18,3733,1647253,3145.48,7.78,9823.73876953125,14209.554443359375,16096.261291503906,62
2007,Oct,AS,Alaska Airlines Inc.,113,13337,12125663,3800.48,4.24,68589.87042236328,91465.8251953125,94130.12951660156,58
2007,Oct,B6,JetBlue Airways,132,15407,17585596,4663.92,4.09,99032.14306640625,104860.34106445312,91047.85690307617,48
2007,Oct,CO,Continental Air Lines Inc.,338,27260,30730693,3461.13,2.95,186350.03688049316,214568.51147842407,300369.96270751953,62
2007,Oct,DL,Delta Air Lines Inc.,424,41345,37789796,3279.61,3.55,230834.69004440308,286035.81772994995,379725.30975341797,62
2007,Oct,EV,ExpressJet Airlines Inc.,159,25033,11661006,2523.15,5.46,80966.9794921875,125782.55676269531,147993.02032470703,65
2007,Oct,F9,Frontier Airlines Inc.,60,8279,7459048,4225.68,4.68,40488.814392089844,52850.714599609375,45911.185607910156,53
2007,Oct,FL,AirTran Airways Corporation,137,21706,15039821,3658.82,5.29,87872.54125976562,113165.77838134766,109407.45874023438,55
2007,Oct,HA,Hawaiian Airlines Inc.,29,4697,2999155,3722.39,5.87,16614.917083740234,20862.474975585938,25145.082885742188,60
2007,Oct,MQ,Envoy Air,257,45203,18540173,2471.59,6.05,137746.74780273438,204596.34008789062,232333.25201416016,63
2007,Oct,NW,Northwest Airlines Inc.,318,33446,25531973,3075.75,3.82,169838.3194580078,213892.18947601318,288081.6809692383,63
2007,Oct,OH,Comair Inc.,135,19410,9425961,2388.56,4.91,70580.94451904297,105058.09112548828,123819.05560302734,64
2007,Oct,OO,SkyWest Airlines Inc.,277,50385,22079465,2697.36,6.22,157597.42178344727,228256.15264892578,241282.57818603516,60
2007,Oct,UA,United Air Lines Inc.,440,41235,43710214,3721.25,3.43,249856.67427062988,291734.7472114563,383743.3257446289,61
2007,Oct,US,US Airways Inc.,348,39714,32205023,3312.53,4.08,198229.11450195312,255639.77502441406,302890.8856201172,60
2007,Oct,WN,Southwest Airlines Co.,511,99702,62786744,4151.89,6.63,354441.3311767578,434938.62030029297,381398.6688232422,52
2007,Oct,XE,ExpressJet Airlines Inc.,274,37671,21621579,2731.20,4.73,142992.03790283203,206592.72857666016,251567.9619140625,64
2007,Oct,YV,Mesa Airlines Inc.,126,23148,9008830,2519.49,6.49,68490.3918762207,108684.91625976562,112949.60821533203,62
2007,Nov,9E,Endeavor Air Inc.,139,20586,9290227,2323.60,5.15,70076.45669555664,109122.29833984375,130083.54327392578,65
2007,Nov,AA,American Airlines Inc.,647,50684,54082697,3401.60,3.07,340478.67695617676,400578.4783363342,591201.3227539062,63
2007,Nov,AQ,Aloha Airlines Inc.,21,3859,1693652,3186.71,7.23,10810.010650634766,15083.707214355469,19429.989318847656,64
2007,Nov,AS,Alaska Airlines Inc.,113,12292,11161292,3670.61,4.04,66725.76824951172,84924.56512451172,95994.23168945312,59
2007,Nov,B6,JetBlue Airways,133,16034,17741119,4655.86,4.22,99739.06091308594,108290.16021728516,91780.93908691406,48
2007,Nov,CO,Continental Air Lines Inc.,342,26255,29598498,3407.47,2.91,187120.12684631348,212873.87184143066,305359.8732910156,62
2007,Nov,DL,Delta Air Lines Inc.,420,39381,36521080,3297.41,3.51,228155.78604125977,283925.6508483887,376644.2138977051,62
2007,Nov,EV,ExpressJet Airlines Inc.,159,23567,10853693,2410.80,5.27,77376.71475219727,120082.36395263672,151583.2852783203,66
2007,Nov,F9,Frontier Airlines Inc.,60,7859,7174958,4124.70,4.50,39785.17626953125,52294.92541503906,46614.82373046875,54
2007,Nov,FL,AirTran Airways Corporation,137,21781,15174739,3748.28,5.38,89093.51873779297,113945.34490966797,108186.48126220703,55
2007,Nov,HA,Hawaiian Airlines Inc.,29,4511,2910045,3766.71,5.92,16920.521850585938,20734.550903320312,24839.478149414062,59
2007,Nov,MQ,Envoy Air,257,43437,17863237,2454.48,5.99,137766.4627685547,203321.41339111328,232313.53717041016,63
2007,Nov,NW,Northwest Airlines Inc.,307,31950,24558388,3126.76,3.82,165854.62051391602,214512.22918319702,276225.3790283203,62
2007,Nov,OH,Comair Inc.,133,18762,9110452,2411.44,4.97,70133.36465454102,103983.48291015625,121386.63537597656,63
2007,Nov,OO,SkyWest Airlines Inc.,277,47680,20711059,2610.46,6.07,153857.06411743164,225333.99835205078,245022.93603515625,61
2007,Nov,UA,United Air Lines Inc.,436,38803,41654993,3635.23,3.34,244091.50382995605,285667.4742164612,383748.49609375,61
2007,Nov,US,US Airways Inc.,353,37998,31572052,3347.84,3.99,200385.912109375,261362.41374206543,307934.0876464844,61
2007,Nov,WN,Southwest Airlines Co.,515,97226,60772431,4095.44,6.59,355208.3422241211,440659.32330322266,386391.6577758789,52
2007,Nov,XE,ExpressJet Airlines Inc.,274,35284,20294845,2667.97,4.62,140992.31869506836,202950.0001220703,253567.68170166016,64
2007,Nov,YV,Mesa Airlines Inc.,124,23052,9063997,2559.93,6.55,68838.74536132812,109780.31005859375,109721.25469970703,61
2007,Dec,9E,Endeavor Air Inc.,138,20157,9073563,2227.75,4.94,69873.19360351562,103060.79656982422,128846.80657958984,65
2007,Dec,AA,American Airlines Inc.,648,50792,54321517,3357.91,3.01,342680.4886627197,394651.0806274414,590439.51171875,63
2007,Dec,AQ,Aloha Airlines Inc.,21,3979,1792171,2957.23,7.36,10968.408569335938,15872.786010742188,19271.591430664062,64
2007,Dec,AS,Alaska Airlines Inc.,116,12836,11747467,3700.20,4.06,69094.48751831055,87271.29150390625,97945.51245117188,59
2007,Dec,B6,JetBlue Airways,134,17078,18879170,4762.76,4.31,101816.38848876953,112764.97039794922,91143.61151123047,47
2007,Dec,CO,Continental Air Lines Inc.,342,26622,30875048,3431.72,2.86,188710.90588378906,207478.1503753662,303769.09411621094,62
2007,Dec,DL,Delta Air Lines Inc.,439,39123,37259670,3263.28,3.37,232724.87298965454,289394.0167350769,399435.12677001953,63
2007,Dec,EV,ExpressJet Airlines Inc.,159,23584,11056396,2399.80,5.15,76531.3740234375,124279.48684692383,152428.62579345703,67
2007,Dec,F9,Frontier Airlines Inc.,60,7987,7423027,4192.92,4.49,41249.117248535156,51724.48840332031,45150.882751464844,52
2007,Dec,FL,AirTran Airways Corporation,137,22578,15905725,3783.79,5.37,89996.2689819336,117331.79705810547,107283.7310180664,54
2007,Dec,HA,Hawaiian Airlines Inc.,29,4641,3004953,3758.98,5.88,16977.242553710938,21083.854064941406,24782.757385253906,59
2007,Dec,MQ,Envoy Air,257,40847,16877514,2280.35,5.55,133527.61029052734,194843.47442626953,236552.38946533203,64
2007,Dec,NW,Northwest Airlines Inc.,308,32144,25593932,3139.69,3.73,168690.59005737305,216894.99946594238,274829.4097290039,62
2007,Dec,OH,Comair Inc.,133,15714,7729816,2253.83,4.59,66710.13153076172,100959.26763916016,124809.86895751953,65
2007,Dec,OO,SkyWest Airlines Inc.,277,47820,20690563,2543.71,5.92,156228.81149291992,223364.16381835938,242651.1884765625,61
2007,Dec,UA,United Air Lines Inc.,430,40008,43601275,3726.32,3.38,242893.48643493652,277246.68994140625,376306.51348876953,61
2007,Dec,US,US Airways Inc.,353,38493,32884292,3337.93,3.87,199736.9767150879,260429.29818725586,308583.0224609375,61
2007,Dec,WN,Southwest Airlines Co.,512,98157,61571366,4014.25,6.43,350463.12030029297,432964.5759277344,386816.87969970703,52
2007,Dec,XE,ExpressJet Airlines Inc.,274,34580,20053564,2616.17,4.46,140318.5415649414,198445.4344177246,254241.4584350586,64
2007,Dec,YV,Mesa Airlines Inc.,125,22673,8964542,2475.94,6.34,65997.4401435852,112543.41539287567,114002.5601196289,63
2008,Jan,9E,Endeavor Air Inc.,142,22848,10091941,2430.21,5.48,73395.18957519531,111361.13214111328,131084.81036376953,64
2008,Jan,AA,American Airlines Inc.,648,52410,55688676,3461.03,3.13,343785.4734802246,399349.02542972565,589334.5266723633,63
2008,Jan,AQ,Aloha Airlines Inc.,21,4028,1719587,3141.36,7.77,11237.486999511719,16590.457458496094,19002.513061523438,63
2008,Jan,AS,Alaska Airlines Inc.,114,12729,11733991,3718.14,4.07,67208.03628540039,85888.45874023438,96951.96368408203,59
2008,Jan,B6,JetBlue Airways,136,16447,18231272,4633.33,4.20,100263.68353271484,105977.95222473145,95576.31646728516,49
2008,Jan,CO,Continental Air Lines Inc.,342,25177,28603102,3274.06,2.78,178752.51127624512,204738.43517541885,313727.4888305664,64
2008,Jan,DL,Delta Air Lines Inc.,427,38256,35931639,3178.15,3.32,219151.27312850952,282040.9419288635,395728.7272949219,64
2008,Jan,EV,ExpressJet Airlines Inc.,159,23115,10724184,2366.70,5.15,73858.474609375,123458.51989746094,155101.52478027344,68
2008,Jan,F9,Frontier Airlines Inc.,60,7692,7092207,4124.85,4.47,40105.63751220703,50682.52526855469,46294.362548828125,54
2008,Jan,FL,AirTran Airways Corporation,137,20519,14488989,3534.29,5.02,84147.9721069336,110611.04663085938,113132.0278930664,57
2008,Jan,HA,Hawaiian Airlines Inc.,30,4679,3007079,3617.76,5.81,16652.767517089844,20782.70428466797,26547.23260498047,61
2008,Jan,MQ,Envoy Air,258,43454,17790453,2379.99,5.84,132760.2716064453,194936.22479248047,238759.7283935547,64
2008,Jan,NW,Northwest Airlines Inc.,308,30908,24310239,3068.22,3.69,164170.91021728516,213452.34519958496,279349.0898132324,63
2008,Jan,OH,Comair Inc.,135,18644,9161860,2335.22,4.75,67551.18368530273,101187.91412353516,126848.81610107422,65
2008,Jan,OO,SkyWest Airlines Inc.,278,48992,20999276,2578.09,6.07,151631.95239257812,236885.34350585938,248688.04748535156,62
2008,Jan,UA,United Air Lines Inc.,427,38026,40977713,3565.01,3.27,233065.98573303223,269661.3681945801,381814.01403808594,62
2008,Jan,US,US Airways Inc.,353,39226,33260851,3380.81,3.96,199587.19270324707,261463.69131469727,308732.80725097656,61
2008,Jan,WN,Southwest Airlines Co.,519,101396,63215796,4127.83,6.65,362017.17474365234,446050.48052978516,385342.82525634766,52
2008,Jan,XE,ExpressJet Airlines Inc.,272,35058,20443298,2639.12,4.47,137521.31353759766,197282.43914794922,254158.6866455078,65
2008,Jan,YV,Mesa Airlines Inc.,125,22161,8834608,2440.95,6.20,65302.370040893555,111235.77905273438,114697.62994384766,64
2008,Feb,9E,Endeavor Air Inc.,141,21008,9331210,2412.18,5.42,72558.49700927734,108715.45404052734,130481.50305175781,64
2008,Feb,AA,American Airlines Inc.,650,48618,51613559,3449.78,3.11,341470.12367248535,391776.2475833893,594529.8767700195,64
2008,Feb,AQ,Aloha Airlines Inc.,20,3772,1605259,3294.22,7.58,11097.244354248047,16143.486633300781,17702.755615234375,61
2008,Feb,AS,Alaska Airlines Inc.,113,11882,11033722,3716.76,4.02,66597.97561645508,83859.1343383789,96122.02447509766,59
2008,Feb,B6,JetBlue Airways,137,15984,17738470,4684.94,4.23,102950.10034179688,111551.9458618164,94329.89965820312,48
2008,Feb,CO,Continental Air Lines Inc.,344,24326,27484029,3334.52,2.86,180617.37773132324,206456.9550962448,314742.6218261719,64
2008,Feb,DL,Delta Air Lines Inc.,418,36275,34017941,3192.29,3.37,220504.05951690674,274011.5240249634,381415.94036865234,63
2008,Feb,EV,ExpressJet Airlines Inc.,159,22095,10222737,2418.33,5.26,78261.80462646484,125911.23010253906,150698.1954345703,66
2008,Feb,F9,Frontier Airlines Inc.,61,7126,6582153,4130.74,4.44,40520.12451171875,51699.11560058594,47319.875549316406,54
2008,Feb,FL,AirTran Airways Corporation,138,20340,14678295,3748.13,5.20,90114.18041992188,116549.8021850586,108605.81958007812,55
2008,Feb,HA,Hawaiian Airlines Inc.,29,4390,2817192,3547.51,5.91,16162.844512939453,20505.586853027344,25597.15557861328,61
2008,Feb,MQ,Envoy Air,258,40221,16454658,2376.73,5.83,129949.5220336914,190708.0658569336,241570.47784423828,65
2008,Feb,NW,Northwest Airlines Inc.,307,29102,23340500,3221.18,3.69,168923.73081207275,216170.15531921387,273156.26919555664,62
2008,Feb,OH,Comair Inc.,132,17081,8446600,2339.16,4.74,65078.04000854492,96751.21911621094,125001.96014404297,66
2008,Feb,OO,SkyWest Airlines Inc.,275,46140,20089216,2651.60,6.12,151560.35055541992,232531.36724853516,244439.64971923828,62
2008,Feb,UA,United Air Lines Inc.,424,36764,39779465,3707.47,3.39,240044.99865722656,276215.7078781128,370515.0010986328,61
2008,Feb,US,US Airways Inc.,355,36815,31174195,3385.45,3.96,202308.70205688477,262726.90618896484,308891.29791259766,60
2008,Feb,WN,Southwest Airlines Co.,518,94484,58965660,4110.57,6.62,356832.5690307617,439746.3406982422,389087.4309692383,52
2008,Feb,XE,ExpressJet Airlines Inc.,272,32098,18883708,2694.73,4.53,136668.25436401367,194478.84442138672,255011.74517822266,65
2008,Feb,YV,Mesa Airlines Inc.,125,20715,8244004,2456.50,6.22,62637.95287322998,110355.26152801514,117362.04724121094,65
2008,Mar,9E,Endeavor Air Inc.,141,22534,10173117,2444.67,5.40,72124.83616304398,109016.55321884155,130915.1640625,64
2008,Mar,AA,American Airlines Inc.,652,52021,55126177,3439.92,3.11,339279.3988952637,387670.56418323517,599600.6011352539,64
2008,Mar,AS,Alaska Airlines Inc.,114,12757,11869052,3768.05,4.08,68927.64636230469,84839.65167236328,95232.35363769531,58
2008,Mar,B6,JetBlue Airways,140,17906,19910350,4827.24,4.37,108674.03521728516,115507.08935546875,92925.96478271484,46
2008,Mar,CO,Continental Air Lines Inc.,350,27216,30990311,3450.07,2.94,189970.98400878906,212921.5959393978,314029.0160522461,62
2008,Mar,DL,Delta Air Lines Inc.,436,39829,37369316,3249.44,3.39,231024.06142044067,286813.2437019348,396815.9383544922,63
2008,Mar,EV,ExpressJet Airlines Inc.,159,24014,10894080,2395.47,5.30,78591.75866699219,124200.18432617188,150368.24151611328,66
2008,Mar,F9,Frontier Airlines Inc.,62,7953,7424333,4189.18,4.47,41889.33901977539,53768.04864501953,47390.66094970703,53
2008,Mar,FL,AirTran Airways Corporation,140,23351,17283738,4025.13,5.42,97134.3486328125,121770.95166015625,104465.6513671875,52
2008,Mar,HA,Hawaiian Airlines Inc.,30,4705,3010486,3572.09,5.84,16558.096557617188,20845.60821533203,26641.903381347656,62
2008,Mar,MQ,Envoy Air,260,42159,17158482,2332.51,5.76,128725.54986572266,194340.05950927734,245674.44989013672,66
2008,Mar,NW,Northwest Airlines Inc.,306,31833,26081327,3302.37,3.72,171361.49395751953,216665.55670166016,269278.5062866211,61
2008,Mar,OH,Comair Inc.,133,18699,9482840,2438.23,4.82,67869.31704938412,101231.99072265625,123650.68280029297,65
2008,Mar,OO,SkyWest Airlines Inc.,280,51318,22359547,2714.18,6.29,158134.55181884766,237500.26470947266,245065.44854736328,61
2008,Mar,UA,United Air Lines Inc.,423,40449,44281281,3829.83,3.48,248658.45516967773,284794.30419921875,360461.54473876953,59
2008,Mar,US,US Airways Inc.,356,39403,34117889,3479.92,3.96,205274.2106628418,264739.6860656738,307365.7890625,60
2008,Mar,WN,Southwest Airlines Co.,522,102314,64418838,4181.29,6.68,370116.19805908203,455376.63592529297,381563.80194091797,51
2008,Mar,XE,ExpressJet Airlines Inc.,274,36623,21754996,2780.14,4.67,140055.08026123047,199357.54321289062,254504.91955566406,65
2008,Mar,YV,Mesa Airlines Inc.,125,21006,8384368,2387.95,6.07,65213.12007141113,104637.12838745117,114786.87976074219,64
2008,Apr,9E,Endeavor Air Inc.,145,21969,10063014,2456.78,5.36,72996.77975463867,112230.9722290039,135803.2202758789,65
2008,Apr,AA,American Airlines Inc.,643,51470,54489118,3538.05,3.25,337938.3525238037,389807.7669124603,587981.6475830078,64
2008,Apr,AS,Alaska Airlines Inc.,115,12517,11678509,3805.48,4.13,69444.5512084961,87654.7064819336,96155.44885253906,58
2008,Apr,B6,JetBlue Airways,140,17141,19007005,4730.15,4.29,106311.3798828125,113030.61999511719,95288.6201171875,47
2008,Apr,CO,Continental Air Lines Inc.,344,25983,29454347,3505.47,2.95,190495.6594543457,212869.34380412102,304864.3402709961,62
2008,Apr,DL,Delta Air Lines Inc.,424,37049,34326554,3166.54,3.37,222923.33349609375,278991.7328777313,387636.6664428711,63
